game_pk,game_date,team_id,team,is_home,opp_team_id,opp_team,days_rest,home_away_streak,series_game_num,travel_miles,year
634655,2021-04-02,108,LAA,1,145,CWS,0,1,1,0.0,2021
634631,2021-04-03,108,LAA,1,145,CWS,1,2,2,0.0,2021
634646,2021-04-04,108,LAA,1,145,CWS,1,3,3,0.0,2021
634637,2021-04-05,108,LAA,1,145,CWS,1,4,4,0.0,2021
634552,2021-04-06,108,LAA,1,117,HOU,1,5,1,0.0,2021
634586,2021-04-06,108,LAA,1,117,HOU,0,6,2,0.0,2021
634545,2021-04-08,108,LAA,0,141,TOR,2,-1,1,2161.688067916341,2021
634512,2021-04-09,108,LAA,0,141,TOR,1,-2,2,0.0,2021
632227,2021-04-10,108,LAA,0,141,TOR,1,-3,3,0.0,2021
632197,2021-04-13,108,LAA,0,118,KC,2,-5,1,843.0534764751171,2021
632210,2021-04-14,108,LAA,0,118,KC,1,-6,2,0.0,2021
634495,2021-04-14,108,LAA,0,118,KC,0,-7,3,0.0,2021
634526,2021-04-17,108,LAA,1,142,MIN,3,1,1,1346.5044522382782,2021
634536,2021-04-20,108,LAA,1,140,TEX,2,4,1,0.0,2021
634398,2021-04-21,108,LAA,1,140,TEX,1,5,2,0.0,2021
634430,2021-04-21,108,LAA,1,140,TEX,0,6,3,0.0,2021
634438,2021-04-23,108,LAA,0,117,HOU,2,-1,1,1349.4753249039884,2021
634383,2021-04-24,108,LAA,0,117,HOU,1,-2,2,0.0,2021
634366,2021-04-24,108,LAA,0,117,HOU,0,-3,3,0.0,2021
634403,2021-04-25,108,LAA,0,117,HOU,1,-4,4,0.0,2021
634377,2021-04-27,108,LAA,0,140,TEX,2,-5,1,230.66355960201378,2021
634359,2021-04-28,108,LAA,0,140,TEX,1,-6,2,0.0,2021
634350,2021-04-29,108,LAA,0,140,TEX,1,-7,3,0.0,2021
634287,2021-05-01,108,LAA,0,136,SEA,2,-8,1,1668.9357465944922,2021
634272,2021-05-02,108,LAA,0,136,SEA,1,-9,2,0.0,2021
634340,2021-05-02,108,LAA,0,136,SEA,0,-10,3,0.0,2021
634334,2021-05-04,108,LAA,1,139,TB,2,1,1,980.5935873257743,2021
634267,2021-05-05,108,LAA,1,139,TB,1,2,2,0.0,2021
634281,2021-05-06,108,LAA,1,139,TB,1,3,3,0.0,2021
634247,2021-05-07,108,LAA,1,139,TB,1,4,4,0.0,2021
634213,2021-05-08,108,LAA,1,119,LAD,1,5,1,0.0,2021
634262,2021-05-09,108,LAA,1,119,LAD,1,6,2,0.0,2021
634205,2021-05-09,108,LAA,1,119,LAD,0,7,3,0.0,2021
634181,2021-05-11,108,LAA,0,117,HOU,2,-1,1,1349.4753249039884,2021
634156,2021-05-12,108,LAA,0,117,HOU,1,-2,2,0.0,2021
634172,2021-05-13,108,LAA,0,117,HOU,1,-3,3,0.0,2021
634138,2021-05-14,108,LAA,0,111,BOS,1,-4,1,1601.3745489627004,2021
634095,2021-05-15,108,LAA,0,111,BOS,1,-5,2,0.0,2021
634100,2021-05-16,108,LAA,0,111,BOS,1,-6,3,0.0,2021
634101,2021-05-18,108,LAA,1,114,CLE,2,1,1,2578.6729683380804,2021
634102,2021-05-19,108,LAA,1,114,CLE,1,2,2,0.0,2021
634029,2021-05-20,108,LAA,1,114,CLE,1,3,3,0.0,2021
634465,2021-05-20,108,LAA,1,142,MIN,0,4,1,0.0,2021
634441,2021-05-20,108,LAA,1,142,MIN,0,5,2,0.0,2021
634028,2021-05-22,108,LAA,1,133,OAK,2,6,1,0.0,2021
634000,2021-05-23,108,LAA,1,133,OAK,1,7,2,0.0,2021
633985,2021-05-23,108,LAA,1,133,OAK,0,8,3,0.0,2021
633940,2021-05-26,108,LAA,1,140,TEX,3,9,1,0.0,2021
633972,2021-05-26,108,LAA,1,140,TEX,0,10,2,0.0,2021
633964,2021-05-28,108,LAA,0,133,OAK,2,-1,1,364.7793033141838,2021
634006,2021-05-29,108,LAA,0,133,OAK,1,-2,2,0.0,2021
633929,2021-05-29,108,LAA,0,133,OAK,0,-3,3,0.0,2021
633889,2021-05-30,108,LAA,0,133,OAK,1,-4,4,0.0,2021
633897,2021-05-31,108,LAA,0,137,SF,1,-5,1,10.48032218937323,2021
633864,2021-06-02,108,LAA,0,137,SF,2,-6,2,0.0,2021
633832,2021-06-04,108,LAA,1,136,SEA,2,1,1,373.21886529538057,2021
633837,2021-06-05,108,LAA,1,136,SEA,1,2,2,0.0,2021
633843,2021-06-06,108,LAA,1,136,SEA,1,3,3,0.0,2021
633845,2021-06-06,108,LAA,1,136,SEA,0,4,4,0.0,2021
633796,2021-06-08,108,LAA,1,118,KC,2,5,1,0.0,2021
633826,2021-06-09,108,LAA,1,118,KC,1,6,2,0.0,2021
633776,2021-06-10,108,LAA,1,118,KC,1,7,3,0.0,2021
633731,2021-06-12,108,LAA,0,109,ARI,2,-1,1,335.4914545335198,2021
633712,2021-06-12,108,LAA,0,109,ARI,0,-2,2,0.0,2021
633696,2021-06-13,108,LAA,0,109,ARI,1,-3,3,0.0,2021
633729,2021-06-15,108,LAA,0,133,OAK,2,-4,1,641.9010628899154,2021
633632,2021-06-16,108,LAA,0,133,OAK,1,-5,2,0.0,2021
633656,2021-06-16,108,LAA,0,133,OAK,0,-6,3,0.0,2021
633624,2021-06-18,108,LAA,1,116,DET,2,1,1,364.7793033141838,2021
633654,2021-06-19,108,LAA,1,116,DET,1,2,2,0.0,2021
633650,2021-06-20,108,LAA,1,116,DET,1,3,3,0.0,2021
633563,2021-06-20,108,LAA,1,116,DET,0,4,4,0.0,2021
633670,2021-06-23,108,LAA,1,137,SF,3,5,1,0.0,2021
633570,2021-06-23,108,LAA,1,137,SF,0,6,2,0.0,2021
633535,2021-06-25,108,LAA,0,139,TB,2,-1,1,2121.7324696841006,2021
633525,2021-06-26,108,LAA,0,139,TB,1,-2,2,0.0,2021
633459,2021-06-27,108,LAA,0,139,TB,1,-3,3,0.0,2021
633601,2021-06-28,108,LAA,0,147,NYY,1,-4,1,1029.5381159096478,2021
633444,2021-06-29,108,LAA,0,147,NYY,1,-5,2,0.0,2021
633484,2021-06-30,108,LAA,0,147,NYY,1,-6,3,0.0,2021
633402,2021-07-03,108,LAA,1,110,BAL,2,1,1,2437.723840222542,2021
633453,2021-07-04,108,LAA,1,110,BAL,1,2,2,0.0,2021
633391,2021-07-04,108,LAA,1,110,BAL,0,3,3,0.0,2021
633389,2021-07-06,108,LAA,1,111,BOS,2,4,1,0.0,2021
633370,2021-07-07,108,LAA,1,111,BOS,1,5,2,0.0,2021
633385,2021-07-07,108,LAA,1,111,BOS,0,6,3,0.0,2021
633341,2021-07-10,108,LAA,0,136,SEA,3,-1,1,980.5935873257743,2021
633318,2021-07-11,108,LAA,0,136,SEA,1,-2,2,0.0,2021
633288,2021-07-11,108,LAA,0,136,SEA,0,-3,3,0.0,2021
633323,2021-07-17,108,LAA,1,136,SEA,6,1,4,980.5935873257743,2021
633286,2021-07-18,108,LAA,1,136,SEA,1,2,5,0.0,2021
633284,2021-07-18,108,LAA,1,136,SEA,0,3,6,0.0,2021
633249,2021-07-20,108,LAA,0,133,OAK,2,-1,1,364.7793033141838,2021
633207,2021-07-20,108,LAA,0,133,OAK,0,-2,2,0.0,2021
