game_pk,game_date,team_id,team,is_home,opp_team_id,opp_team,days_rest,home_away_streak,series_game_num,travel_miles,year
718769,2023-03-31,108,LAA,0,133,OAK,0,-1,1,364.7793033141838,2023
718757,2023-04-01,108,LAA,0,133,OAK,1,-2,2,0.0,2023
718734,2023-04-02,108,LAA,0,133,OAK,1,-3,3,0.0,2023
718720,2023-04-04,108,LAA,0,136,SEA,2,-4,1,679.9392003432476,2023
718706,2023-04-05,108,LAA,0,136,SEA,1,-5,2,0.0,2023
718691,2023-04-05,108,LAA,0,136,SEA,0,-6,3,0.0,2023
718670,2023-04-08,108,LAA,1,141,TOR,3,1,1,980.5935873257743,2023
718657,2023-04-09,108,LAA,1,141,TOR,1,2,2,0.0,2023
718644,2023-04-09,108,LAA,1,141,TOR,0,3,3,0.0,2023
718631,2023-04-11,108,LAA,1,120,WSH,2,4,1,0.0,2023
718614,2023-04-12,108,LAA,1,120,WSH,1,5,2,0.0,2023
718602,2023-04-12,108,LAA,1,120,WSH,0,6,3,0.0,2023
718580,2023-04-14,108,LAA,0,111,BOS,2,-1,1,2578.6729683380804,2023
718576,2023-04-15,108,LAA,0,111,BOS,1,-2,2,0.0,2023
718559,2023-04-16,108,LAA,0,111,BOS,1,-3,3,0.0,2023
718540,2023-04-17,108,LAA,0,111,BOS,1,-4,4,0.0,2023
718529,2023-04-18,108,LAA,0,147,NYY,1,-5,1,179.88456828974768,2023
718504,2023-04-19,108,LAA,0,147,NYY,1,-6,2,0.0,2023
718496,2023-04-20,108,LAA,0,147,NYY,1,-7,3,0.0,2023
718485,2023-04-22,108,LAA,1,118,KC,2,1,1,2437.723840222542,2023
718466,2023-04-23,108,LAA,1,118,KC,1,2,2,0.0,2023
718452,2023-04-23,108,LAA,1,118,KC,0,3,3,0.0,2023
718437,2023-04-25,108,LAA,1,133,OAK,2,4,1,0.0,2023
718425,2023-04-26,108,LAA,1,133,OAK,1,5,2,0.0,2023
718408,2023-04-27,108,LAA,1,133,OAK,1,6,3,0.0,2023
718402,2023-04-27,108,LAA,1,133,OAK,0,7,4,0.0,2023
