Date,Player,Player_Page,Matchup,Team,Position,Line,Open_Over,Best Odds_Over,Consensus_Over,bet365_Over,DraftKings_Over,BetMGM_Over,FanDuel_Over,theScore Bet_Over,BetRivers_Over,SugarHouse_Over,PartyCasino_Over,Fliff_Over,Caesars_Over,PointsBet_Over,Hard Rock Bet_Over,ESPNBet_Over,Fanatics_Over,Open_Under,Best Odds_Under,Consensus_Under,bet365_Under,DraftKings_Under,BetMGM_Under,FanDuel_Under,theScore Bet_Under,BetRivers_Under,SugarHouse_Under,PartyCasino_Under,Fliff_Under,Caesars_Under,PointsBet_Under,Hard Rock Bet_Under,ESPNBet_Under,Fanatics_Under
2024-04-07,Dean Kremer,/mlb/props/dean-kremer/,BAL at PIT,BAL,SP,2.5,+125,+115,+114,,+115,,,,,,,,+114,,,,,-170,-150,-150,,-150,,,,,,,,-157,,,,
2024-04-07,Chris Sale,/mlb/props/chris-sale/,ARI at ATL,ATL,SP,1.5,-170,-170,-174,,-170,,,,,,,,-174,,,,,+130,+130,+126,,+130,,,,,,,,+126,,,,
2024-04-07,Ryne Nelson,/mlb/props/ryne-nelson/,ARI at ATL,ARI,"SP,RP",3.5,+110,+105,+102,,+105,,,,,,,,+102,,,,,-145,-139,-140,,-140,,,,,,,,-139,,,,
2024-04-07,MacKenzie Gore,/mlb/props/mackenzie-gore/,PHI at WSH,TEX,SP,2.5,-115,-139,-140,,-140,,,,,,,,-139,,,,,-115,+105,+102,,+105,,,,,,,,+102,,,,
2024-04-07,Cristopher Sanchez,/mlb/props/cristopher-sanchez/,PHI at WSH,PHI,SP,1.5,-150,-148,-155,,-155,,,,,,,,-148,,,,,+110,+115,+108,,+115,,,,,,,,+108,,,,
2024-04-07,Sean Manaea,/mlb/props/sean-manaea/,NYM at CIN,NYM,"SP,RP",2.5,-105,-110,-111,,-110,,,,,,,,-111,,,,,-125,-120,-123,,-120,,,,,,,,-123,,,,
2024-04-07,Andrew Abbott,/mlb/props/andrew-abbott/,NYM at CIN,CIN,SP,2.5,-115,-105,-105,,-105,,,,,,,,-113,,,,,-115,-121,-125,,-125,,,,,,,,-121,,,,
2024-04-07,Jack Flaherty,/mlb/props/jack-flaherty/,ATH at DET,DET,SP,1.5,-155,-154,-155,,-155,,,,,,,,-154,,,,,+120,+115,+112,,+115,,,,,,,,+112,,,,
2024-04-07,Joe Boyle,/mlb/props/joe-boyle/,ATH at DET,TB,"SP,RP",2.5,-125,-123,-123,,-125,,,,,,,,-123,,,,,-105,-105,-111,,-105,,,,,,,,-111,,,,
2024-04-07,Colin Rea,/mlb/props/colin-rea/,SEA at MIL,CHC,"SP,RP",2.5,-120,+100,-103,,+100,,,,,,,,-103,,,,,-110,-130,-130,,-130,,,,,,,,-133,,,,
2024-04-07,Emerson Hancock,/mlb/props/emerson-hancock/,SEA at MIL,SEA,"SP,RP",2.5,-115,+100,-101,,+100,,,,,,,,-101,,,,,-115,-130,-130,,-130,,,,,,,,-135,,,,
2024-04-07,Alec Marsh,/mlb/props/alec-marsh/,CWS at KC,KC,SP,2.5,-110,-135,-135,,-135,,,,,,,,-137,,,,,-125,+105,+100,,+105,,,,,,,,+100,,,,
2024-04-07,Garrett Crochet,/mlb/props/garrett-crochet-p/,CWS at KC,BOS,SP,2.5,-115,-125,-129,,-125,,,,,,,,-129,,,,,-115,-105,-106,,-105,,,,,,,,-106,,,,
2024-04-07,Kyle Gibson,/mlb/props/kyle-gibson/,MIA at STL,FA,SP,3.5,-135,-135,-135,,-135,,,,,,,,+110,,,,,+100,-151,+100,,+100,,,,,,,,-151,,,,
2024-04-07,Max Meyer,/mlb/props/max-meyer/,MIA at STL,MIA,SP,2.5,-150,-140,-140,,-140,,,,,,,,-142,,,,,+110,+105,+104,,+105,,,,,,,,+104,,,,
2024-04-07,Shota Imanaga,/mlb/props/shota-imanaga/,LAD at CHC,CHC,SP,2.5,+100,-104,-105,,-105,,,,,,,,-104,,,,,-130,-130,-131,,-130,,,,,,,,-131,,,,
2024-04-07,Gavin Stone,/mlb/props/gavin-stone/,LAD at CHC,LAD,SP,2.5,+110,+110,+108,,+110,,,,,,,,+108,,,,,-145,-145,-148,,-145,,,,,,,,-148,,,,
2024-04-07,Dakota Hudson,/mlb/props/dakota-hudson/,TB at COL,FA,SP,3.5,+115,+110,+108,,+110,,,,,,,,+108,,,,,-150,-145,-148,,-145,,,,,,,,-148,,,,
2024-04-07,Ryan Pepiot,/mlb/props/ryan-pepiot/,TB at COL,TB,SP,2.5,+120,-166,+125,,+125,,,,,,,,-166,,,,,-160,-165,+120,,-165,,,,,,,,+120,,,,
2024-04-07,Logan Webb,/mlb/props/logan-webb/,SD at SF,SF,SP,2.5,+110,+110,+108,,+110,,,,,,,,+108,,,,,-145,-148,-148,,-150,,,,,,,,-148,,,,
2024-04-07,Matt Waldron,/mlb/props/matt-waldron/,SD at SF,SD,SP,2.5,-160,-155,-155,,-155,,,,,,,,-163,,,,,+120,+118,+115,,+115,,,,,,,,+118,,,,
2024-04-07,Chase Silseth,/mlb/props/chase-silseth/,BOS at LAA,LAA,RP,2.5,+100,+100,+100,,+100,,,,,,,,-109,,,,,-130,-125,-125,,-130,,,,,,,,-125,,,,
2024-04-07,Tanner Houck,/mlb/props/tanner-houck/,BOS at LAA,BOS,SP,2.5,+115,+120,+110,,+120,,,,,,,,+110,,,,,-150,-151,-151,,-160,,,,,,,,-151,,,,
2024-04-07,Ronel Blanco,/mlb/props/ronel-blanco/,HOU at TEX,HOU,SP,3.5,-105,-110,-117,,-110,,,,,,,,-117,,,,,-130,-117,-117,,-120,,,,,,,,-117,,,,
2024-04-07,Dane Dunning,/mlb/props/dane-dunning/,HOU at TEX,SEA,"SP,RP",2.5,-125,-139,-140,,-140,,,,,,,,-139,,,,,-110,+105,+102,,+105,,,,,,,,+102,,,,
2024-04-08,Triston McKenzie,/mlb/props/triston-mckenzie-p/,CWS at CLE,SD,"SP,RP",1.5,-135,-160,-160,,-160,,,,,,,,-166,,,,,+100,+120,+120,,+120,,,,,,,,+120,,,,
2024-04-08,Jesus Luzardo,/mlb/props/jesus-luzardo/,MIA at NYY,PHI,SP,2.5,+110,+110,+106,,+110,,,,,,,,+106,,,,,-145,-145,-145,,-145,,,,,,,,-145,,,,
2024-04-08,Nestor Cortes Jr.,/mlb/props/nestor-cortes/,MIA at NYY,FA,SP,2.5,+115,+100,-104,,+100,,,,,,,,-104,,,,,-150,-131,-135,,-135,,,,,,,,-131,,,,
2024-04-08,Reese Olson,/mlb/props/reese-olson/,DET at PIT,DET,SP,2.5,+105,-106,-110,,-110,,,,,,,,-106,,,,,-140,-120,-129,,-120,,,,,,,,-129,,,,
2024-04-08,Mitch Keller,/mlb/props/mitch-keller/,DET at PIT,PIT,SP,2.5,+110,+110,+104,,+110,,,,,,,,+104,,,,,-145,-142,-145,,-145,,,,,,,,-142,,,,
2024-04-08,Aaron Ashby,/mlb/props/aaron-ashby/,MIL at CIN,MIL,RP,2.5,+120,+120,+112,,+120,,,,,,,,+112,,,,,-160,-154,-160,,-160,,,,,,,,-154,,,,
2024-04-08,Graham Ashcraft,/mlb/props/graham-ashcraft/,MIL at CIN,CIN,RP,2.5,-130,-135,-135,,-135,,,,,,,,-135,,,,,+100,+100,-101,,+100,,,,,,,,-101,,,,
2024-04-08,Jose Berrios,/mlb/props/jose-berrios/,SEA at TOR,TOR,SP,2.5,+110,+110,+104,,+110,,,,,,,,+104,,,,,-145,-142,-145,,-145,,,,,,,,-142,,,,
2024-04-08,Luis Castillo,/mlb/props/luis-castillo/,SEA at TOR,SEA,SP,2.5,-105,+105,+104,,+105,,,,,,,,+104,,,,,-125,-140,-140,,-140,,,,,,,,-142,,,,
2024-04-08,Charlie Morton,/mlb/props/charlie-morton/,NYM at ATL,FA,"SP,RP",2.5,+125,+125,+112,,+125,,,,,,,,+112,,,,,-165,-154,-165,,-165,,,,,,,,-154,,,,
2024-04-08,Julio Teheran,/mlb/props/julio-teheran/,NYM at ATL,FA,SP,2.5,-155,-151,-165,,-165,,,,,,,,-151,,,,,+115,+125,+110,,+125,,,,,,,,+110,,,,
2024-04-08,James Paxton,/mlb/props/james-paxton/,LAD at MIN,FA,SP,2.5,-105,-110,-111,,-110,,,,,,,,-111,,,,,-125,-120,-123,,-120,,,,,,,,-123,,,,
2024-04-08,Bailey Ober,/mlb/props/bailey-ober/,LAD at MIN,MIN,SP,2.5,-125,-110,-117,,-110,,,,,,,,-117,,,,,-105,-117,-117,,-120,,,,,,,,-117,,,,
2024-04-08,Spencer Turnbull,/mlb/props/spencer-turnbull/,PHI at STL,FA,"SP,RP",2.5,-110,+100,+100,,+100,,,,,,,,-109,,,,,-120,-125,-135,,-135,,,,,,,,-125,,,,
2024-04-08,Miles Mikolas,/mlb/props/miles-mikolas/,PHI at STL,WSH,"SP,RP",3.5,-125,+115,+108,,+115,,,,,,,,+108,,,,,-105,-148,-148,,-150,,,,,,,,-148,,,,
2024-04-08,Andrew Heaney,/mlb/props/andrew-heaney/,HOU at TEX,FA,SP,2.5,-150,-145,-150,,-150,,,,,,,,-145,,,,,+115,+115,+106,,+115,,,,,,,,+106,,,,
2024-04-08,Blair Henley,/mlb/props/blair-henley/,HOU at TEX,FA,SP,3.5,+120,+120,+118,,+120,,,,,,,,+118,,,,,-160,-160,-163,,-160,,,,,,,,-163,,,,
2024-04-08,Framber Valdez,/mlb/props/framber-valdez/,HOU at TEX,DET,SP,2.5,-125,+114,-120,,-120,,,,,,,,+114,,,,,-105,-110,-157,,-110,,,,,,,,-157,,,,
2024-04-08,Kyle Freeland,/mlb/props/kyle-freeland/,ARI at COL,COL,SP,3.5,-120,-129,-135,,-135,,,,,,,,-129,,,,,-110,+100,-106,,+100,,,,,,,,-106,,,,
2024-04-08,Zac Gallen,/mlb/props/zac-gallen/,ARI at COL,ARI,SP,2.5,-155,-154,-165,,-165,,,,,,,,-154,,,,,+115,+120,+112,,+120,,,,,,,,+112,,,,
2024-04-08,Zach Eflin,/mlb/props/zach-eflin/,TB at LAA,BAL,SP,2.5,+120,+100,-103,,+100,,,,,,,,-103,,,,,-160,-130,-130,,-130,,,,,,,,-133,,,,
2024-04-08,Tyler Anderson,/mlb/props/tyler-anderson/,TB at LAA,FA,SP,2.5,+105,-104,-105,,-105,,,,,,,,-104,,,,,-140,-125,-131,,-125,,,,,,,,-131,,,,
2024-04-08,Yu Darvish,/mlb/props/yu-darvish/,CHC at SD,SD,SP,2.5,+115,+114,+105,,+105,,,,,,,,+114,,,,,-155,-135,-157,,-135,,,,,,,,-157,,,,
2024-04-08,Javier Assad,/mlb/props/javier-assad/,CHC at SD,CHC,"SP,RP",2.5,-110,+110,+102,,+110,,,,,,,,+102,,,,,-120,-139,-145,,-145,,,,,,,,-139,,,,
2024-04-08,Blake Snell,/mlb/props/blake-snell/,WSH at SF,LAD,SP,1.5,-105,-113,-120,,-120,,,,,,,,-113,,,,,-125,-110,-110,,-110,,,,,,,,-121,,,,
2024-04-08,Trevor Williams,/mlb/props/trevor-williams/,WSH at SF,WSH,SP,2.5,-155,-145,-148,,-145,,,,,,,,-148,,,,,+115,+110,+108,,+110,,,,,,,,+108,,,,
